S140400150,Assault,2/9/14 11:39,1 Block BLOCK N SAN PEDRO ST,Santa Clara County Sheriff's Office,2/9/14,11:39
140209167,Theft,2/9/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/9/14,0:00
140001477,Assault,2/9/14 0:00,800 Block MARKET ST,Santa Clara City Police Department,2/9/14,0:00
140001494,Theft,2/9/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/9/14,0:00
140001495,Theft,2/9/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/9/14,0:00
140209135,Theft,2/9/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/9/14,0:00
140209010,Assault,2/9/14 0:00,800 Block MARKET ST,Santa Clara City Police Department,2/9/14,0:00
140209127,Vehicle Recovery,2/9/14 0:00,NEWHALL & MORSE,Santa Clara City Police Department,2/9/14,0:00
140001501,Theft,2/9/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/9/14,0:00
140209124,Theft,2/9/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/9/14,0:00
S140390014,Assault,2/8/14 1:14,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,2/8/14,1:14
140208150,Assault,2/8/14 0:00,800 Block MAIN ST,Santa Clara City Police Department,2/8/14,0:00
140208034,Theft,2/8/14 0:00,2200 Block THE ALAMEDA,Santa Clara City Police Department,2/8/14,0:00
140208073,Breaking & Entering,2/8/14 0:00,400 Block LAFAYETTE WAY,Santa Clara City Police Department,2/8/14,0:00
S140380488,Breaking & Entering,2/7/14 23:17,400 Block RUTLAND AV,Santa Clara County Sheriff's Office,2/7/14,23:17
S140380272,Theft of Vehicle,2/7/14 16:13,SHASTA AV,Santa Clara County Sheriff's Office,2/7/14,16:13
S140380049,Theft of Vehicle,2/7/14 7:44,2500 Block PIONEER AV,Santa Clara County Sheriff's Office,2/7/14,7:44
S140370358,Vehicle Recovery,2/6/14 17:27,OLIVE AV,Santa Clara County Sheriff's Office,2/6/14,17:27
140206116,Theft,2/6/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/6/14,0:00
140001388,Theft,2/6/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/6/14,0:00
S140360377,Theft,2/5/14 15:54,400 Block S BASCOM AV,Santa Clara County Sheriff's Office,2/5/14,15:54
S140350115,Theft of Vehicle,2/4/14 9:23,S 12TH ST,Santa Clara County Sheriff's Office,2/4/14,9:23
S140350052,Other Sexual Offense,2/4/14 6:13,1 Block BLOCK N 2ND ST,Santa Clara County Sheriff's Office,2/4/14,6:13
S140350039,Theft of Vehicle,2/4/14 3:19,400 Block HODGES AV,Santa Clara County Sheriff's Office,2/4/14,3:19
140204073,Assault,2/4/14 0:00,1100 Block BELLOMY ST,Santa Clara City Police Department,2/4/14,0:00
140001303,Assault,2/4/14 0:00,1100 Block BELLOMY ST,Santa Clara City Police Department,2/4/14,0:00
140001314,Theft,2/4/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/4/14,0:00
140204189,Theft,2/4/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/4/14,0:00
140204200,Theft,2/4/14 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/4/14,0:00
140001318,Theft,2/4/14 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/4/14,0:00
S140340418,Assault,2/3/14 20:19,1700 Block HESTER AV,Santa Clara County Sheriff's Office,2/3/14,20:19
140001274,Breaking & Entering,2/3/14 0:00,500 Block LAFAYETTE ST,Santa Clara City Police Department,2/3/14,0:00
140001263,Theft,2/3/14 0:00,2600 Block THE ALAMEDA,Santa Clara City Police Department,2/3/14,0:00
140203101,Breaking & Entering,2/3/14 0:00,500 Block LAFAYETTE ST,Santa Clara City Police Department,2/3/14,0:00
140203131,Theft,2/3/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/3/14,0:00
140001280,Theft,2/3/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/3/14,0:00
140203164,Theft,2/3/14 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/3/14,0:00
140203152,Theft,2/3/14 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/3/14,0:00
140001284,Theft,2/3/14 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/3/14,0:00
140001283,Theft,2/3/14 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/3/14,0:00
S140330204,Theft,2/2/14 13:30,1 Block BLOCK W VIRGINIA ST,Santa Clara County Sheriff's Office,2/2/14,13:30
140050085,Theft,2/2/14 0:00,2100 Block NEWHALL ST,Santa Clara City Police Department,2/2/14,0:00
S140320336,Vehicle Recovery,2/1/14 17:21,OLINDER CT,Santa Clara County Sheriff's Office,2/1/14,17:21
140201107,Theft,2/1/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/1/14,0:00
140001219,Theft,2/1/14 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/1/14,0:00
140001216,Other Sexual Offense,2/1/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/1/14,0:00
140201097,Theft,2/1/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/1/14,0:00
140001209,Theft,2/1/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/1/14,0:00
140201177,Theft,2/1/14 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/1/14,0:00
S140310032,Assault,1/31/14 2:00,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,1/31/14,2:00
140001183,Breaking & Entering,1/31/14 0:00,800 Block BELLOMY ST,Santa Clara City Police Department,1/31/14,0:00
140131049,Vehicle Recovery,1/31/14 0:00,1800 Block GRANT ST,Santa Clara City Police Department,1/31/14,0:00
140131217,Other Sexual Offense,1/31/14 0:00,HOMESTEAD RD & MONROE ST,Santa Clara City Police Department,1/31/14,0:00
S140300320,Assault,1/30/14 15:37,300 Block W JULIAN ST,Santa Clara County Sheriff's Office,1/30/14,15:37
140001122,Theft,1/30/14 0:00,1200 Block BENTON ST,Santa Clara City Police Department,1/30/14,0:00
140001156,Assault,1/30/14 0:00,900 Block BELLOMY ST,Santa Clara City Police Department,1/30/14,0:00
140130254,Assault,1/30/14 0:00,900 Block BELLOMY ST,Santa Clara City Police Department,1/30/14,0:00
140001146,Theft,1/30/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/30/14,0:00
140130175,Theft,1/30/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/30/14,0:00
140129093,Assault,1/29/14 0:00,1100 Block HOMESTEAD RD,Santa Clara City Police Department,1/29/14,0:00
140001062,Theft,1/29/14 0:00,1 Block WASHINGTON ST,Santa Clara City Police Department,1/29/14,0:00
140001097,Theft,1/29/14 0:00,1400 Block HOMESTEAD RD,Santa Clara City Police Department,1/29/14,0:00
140129150,Theft,1/29/14 0:00,1400 Block HOMESTEAD RD,Santa Clara City Police Department,1/29/14,0:00
S140280529,Theft from Vehicle,1/28/14 23:24,2200 Block CECIL AV,Santa Clara County Sheriff's Office,1/28/14,23:24
S140280043,Assault,1/28/14 6:48,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,1/28/14,6:48
140128195,Theft,1/28/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/28/14,0:00
140001052,Theft,1/28/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/28/14,0:00
140000997,Breaking & Entering,1/27/14 0:00,1700 Block DE LA CRUZ,Santa Clara City Police Department,1/27/14,0:00
140127071,Breaking & Entering,1/27/14 0:00,1700 Block DE LA CRUZ BLVD,Santa Clara City Police Department,1/27/14,0:00
140126025,Breaking & Entering,1/26/14 0:00,300 Block ALVISO ST,Santa Clara City Police Department,1/26/14,0:00
140000977,Theft,1/26/14 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/26/14,0:00
140000965,Theft,1/26/14 0:00,1300 Block COLEMAN BLVD,Santa Clara City Police Department,1/26/14,0:00
140000978,Theft,1/26/14 0:00,500 Block WASHINGTON ST,Santa Clara City Police Department,1/26/14,0:00
140000961,Breaking & Entering,1/26/14 0:00,300 Block ALVISO ST,Santa Clara City Police Department,1/26/14,0:00
140125145,Theft,1/25/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/25/14,0:00
140000952,Theft,1/25/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,1/25/14,0:00
140003239,Assault,3/25/14 0:00,400 Block LINCOLN ST,Santa Clara City Police Department,3/25/14,0:00
140325123,Theft,3/25/14 0:00,1200 Block COLEMAN AV,Santa Clara City Police Department,3/25/14,0:00
S140830296,Theft,3/24/14 15:53,1 Block BLOCK W YOUNGER AV,Santa Clara County Sheriff's Office,3/24/14,15:53
S140830247,Theft of Vehicle,3/24/14 14:06,1 Block BLOCK STEVENS CREEK BLVD,Santa Clara County Sheriff's Office,3/24/14,14:06
140324107,Theft,3/24/14 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/24/14,0:00
140003174,Theft,3/24/14 0:00,200 Block WASHINGTON ST,Santa Clara City Police Department,3/24/14,0:00
140324043,Theft,3/24/14 0:00,200 Block WASHINGTON ST,Santa Clara City Police Department,3/24/14,0:00
140324209,Theft,3/24/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/24/14,0:00
140324024,Theft,3/24/14 0:00,200 Block WASHINGTON ST,Santa Clara City Police Department,3/24/14,0:00
140003217,Theft,3/24/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/24/14,0:00
140003196,Theft,3/24/14 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/24/14,0:00
140003178,Theft,3/24/14 0:00,200 Block WASHINGTON ST,Santa Clara City Police Department,3/24/14,0:00
S140820041,Assault,3/23/14 7:11,E SANTA CLARA ST,Santa Clara County Sheriff's Office,3/23/14,7:11
140323174,Assault,3/23/14 0:00,LOCUST ST & PARK AV,Santa Clara City Police Department,3/23/14,0:00
140322123,Breaking & Entering,3/22/14 0:00,1300 Block BASCOM AV,Santa Clara City Police Department,3/22/14,0:00
140003107,Breaking & Entering,3/22/14 0:00,1300 Block FREMONT ST,Santa Clara City Police Department,3/22/14,0:00
140322081,Breaking & Entering,3/22/14 0:00,1300 Block FREMONT ST,Santa Clara City Police Department,3/22/14,0:00
140003121,Breaking & Entering,3/22/14 0:00,1300 Block BASCOM AV,Santa Clara City Police Department,3/22/14,0:00
S140800254,Theft,3/21/14 14:53,1 Block BOSTON AV,Santa Clara County Sheriff's Office,3/21/14,14:53
140321112,Vehicle Recovery,3/21/14 0:00,4500 Block FOREST,Santa Clara City Police Department,3/21/14,0:00
140321218,Breaking & Entering,3/21/14 0:00,1600 Block NEWHALL ST,Santa Clara City Police Department,3/21/14,0:00
140321081,Theft,3/21/14 0:00,400 Block EL CAMINO REAL,Santa Clara City Police Department,3/21/14,0:00
140321226,Theft,3/21/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/21/14,0:00
S140790498,Other Sexual Offense,3/20/14 22:55,1 Block BLOCK N 1ST ST,Santa Clara County Sheriff's Office,3/20/14,22:55
S140790293,Theft,3/20/14 15:07,W SAN CARLOS ST,Santa Clara County Sheriff's Office,3/20/14,15:07
S140790041,Theft,3/20/14 3:38,400 Block ARLETA AV,Santa Clara County Sheriff's Office,3/20/14,3:38
S140790037,Sexual Assault,3/20/14 3:21,S 2ND ST,Santa Clara County Sheriff's Office,3/20/14,3:21
S140780524,Assault,3/19/14 22:53,E SANTA CLARA ST,Santa Clara County Sheriff's Office,3/19/14,22:53
140002979,Theft,3/19/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/19/14,0:00
140319148,Theft,3/19/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/19/14,0:00
S140770083,Theft of Vehicle,3/18/14 8:48,500 Block S WILLARD AV,Santa Clara County Sheriff's Office,3/18/14,8:48
140002911,Theft,3/17/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/17/14,0:00
140317236,Theft,3/17/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/17/14,0:00
140317238,Theft,3/17/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/17/14,0:00
140317240,Theft,3/17/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/17/14,0:00
140002909,Theft,3/17/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/17/14,0:00
140317201,Assault,3/17/14 0:00,400 Block EL CAMINO REAL,Santa Clara City Police Department,3/17/14,0:00
140002877,Theft,3/17/14 0:00,ALVISO ST & MARKET ST,Santa Clara City Police Department,3/17/14,0:00
140002904,Assault,3/17/14 0:00,400 Block EL CAMINO REAL,Santa Clara City Police Department,3/17/14,0:00
140002910,Theft,3/17/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/17/14,0:00
140317155,Vehicle Recovery,3/17/14 0:00,LAFAYETTE ST & CIVIC CENTER DR,Santa Clara City Police Department,3/17/14,0:00
140002897,Vehicle Recovery,3/17/14 0:00,LAFAYETTE ST & CIVIC CENTER DR,Santa Clara City Police Department,3/17/14,0:00
S140750245,Theft,3/16/14 16:42,1900 Block W SAN CARLOS ST,Santa Clara County Sheriff's Office,3/16/14,16:42
S140750149,Theft,3/16/14 12:12,W SAN CARLOS ST,Santa Clara County Sheriff's Office,3/16/14,12:12
140002846,Theft,3/16/14 0:00,700 Block LOCUST ST,Santa Clara City Police Department,3/16/14,0:00
140002849,Theft,3/16/14 0:00,1600 Block COLEMAN,Santa Clara City Police Department,3/16/14,0:00
140316088,Theft,3/16/14 0:00,1600 Block COLEMAN AV,Santa Clara City Police Department,3/16/14,0:00
140315094,Theft,3/15/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/15/14,0:00
140002825,Theft,3/15/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/15/14,0:00
S140730176,Assault,3/14/14 12:06,700 Block E SANTA CLARA ST,Santa Clara County Sheriff's Office,3/14/14,12:06
S140730043,Robbery,3/14/14 3:08,700 Block S 11TH ST,Santa Clara County Sheriff's Office,3/14/14,3:08
140314036,Breaking & Entering,3/14/14 0:00,200 Block WASHINGTON ST,Santa Clara City Police Department,3/14/14,0:00
140314090,Theft,3/14/14 0:00,600 Block EL CAMINO REAL,Santa Clara City Police Department,3/14/14,0:00
S140720197,Theft,3/13/14 11:53,1 Block W HEDDING ST,Santa Clara County Sheriff's Office,3/13/14,11:53
S140710345,Theft,3/12/14 16:24,1 Block TOPEKA AV,Santa Clara County Sheriff's Office,3/12/14,16:24
S140710192,Assault,3/12/14 11:53,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,3/12/14,11:53
140312167,Theft,3/12/14 0:00,400 Block EL CAMINO REAL,Santa Clara City Police Department,3/12/14,0:00
140002712,Theft,3/12/14 0:00,800 Block REED ST,Santa Clara City Police Department,3/12/14,0:00
140002690,Robbery,3/12/14 0:00,400 Block EL CAMINO REAL,Santa Clara City Police Department,3/12/14,0:00
140002711,Theft,3/12/14 0:00,800 Block REED ST,Santa Clara City Police Department,3/12/14,0:00
140002717,Theft,3/12/14 0:00,400 Block EL CAMINO REAL,Santa Clara City Police Department,3/12/14,0:00
S140700459,Assault,3/11/14 21:01,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,3/11/14,21:01
S140700358,Assault,3/11/14 17:21,1 Block BLOCK FOREST AV,Santa Clara County Sheriff's Office,3/11/14,17:21
140002681,Theft,3/11/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/11/14,0:00
140002683,Theft,3/11/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/11/14,0:00
140002682,Theft,3/11/14 0:00,2800 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/11/14,0:00
140311215,Theft,3/11/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/11/14,0:00
140311223,Theft,3/11/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/11/14,0:00
140311224,Theft,3/11/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/11/14,0:00
S140690253,Other Sexual Offense,3/10/14 15:13,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,3/10/14,15:13
S140690138,Theft,3/10/14 11:19,400 Block RUTLAND AV,Santa Clara County Sheriff's Office,3/10/14,11:19
140310087,Other Sexual Offense,3/10/14 0:00,1400 Block MAIN ST,Santa Clara City Police Department,3/10/14,0:00
140310205,Theft,3/10/14 0:00,LAFAYETTE ST & FRANKLIN ST,Santa Clara City Police Department,3/10/14,0:00
140310002,Theft,3/10/14 0:00,2600 Block THE ALAMEDA,Santa Clara City Police Department,3/10/14,0:00
140002641,Theft,3/10/14 0:00,LAFAYETTE ST & FRANKLIN ST,Santa Clara City Police Department,3/10/14,0:00
S140670439,Breaking & Entering,3/8/14 23:34,400 Block LELAND AV,Santa Clara County Sheriff's Office,3/8/14,23:34
S140670432,Assault,3/8/14 23:25,1 Block CLEVELAND AV,Santa Clara County Sheriff's Office,3/8/14,23:25
S140670311,Assault,3/8/14 19:25,900 Block MELBOURNE BLVD,Santa Clara County Sheriff's Office,3/8/14,19:25
140308136,Theft,3/8/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/8/14,0:00
140002568,Theft,3/8/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/8/14,0:00
S140660393,Assault,3/7/14 19:26,W SAN CARLOS ST,Santa Clara County Sheriff's Office,3/7/14,19:26
S140660360,Other Sexual Offense,3/7/14 18:00,W SAN CARLOS ST,Santa Clara County Sheriff's Office,3/7/14,18:00
S140660334,Assault,3/7/14 17:06,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,3/7/14,17:06
140307228,Vehicle Recovery,3/7/14 0:00,LEWIS ST & JACKSON ST,Santa Clara City Police Department,3/7/14,0:00
140002496,Assault,3/7/14 0:00,2600 Block THE ALAMEDA,Santa Clara City Police Department,3/7/14,0:00
140307169,Theft,3/7/14 0:00,1 Block WASHINGTON ST,Santa Clara City Police Department,3/7/14,0:00
140307012,Assault,3/7/14 0:00,2600 Block THE ALAMEDA,Santa Clara City Police Department,3/7/14,0:00
S140650444,Assault,3/6/14 22:39,1 Block BLOCK N 1ST ST,Santa Clara County Sheriff's Office,3/6/14,22:39
S140640133,Theft of Vehicle,3/5/14 10:05,2400 Block OLIVE AV,Santa Clara County Sheriff's Office,3/5/14,10:05
S140630274,Assault,3/4/14 15:03,1 Block BLOCK GUADALUPE PKWY,Santa Clara County Sheriff's Office,3/4/14,15:03
S140630032,Theft of Vehicle,3/4/14 5:23,S 5TH ST,Santa Clara County Sheriff's Office,3/4/14,5:23
140304091,Theft,3/4/14 0:00,1100 Block ALVISO ST,Santa Clara City Police Department,3/4/14,0:00
S140620188,Assault,3/3/14 13:13,100 Block BLOCK S 2ND ST,Santa Clara County Sheriff's Office,3/3/14,13:13
140303160,Theft,3/3/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/3/14,0:00
140002357,Other Sexual Offense,3/3/14 0:00,BELLOMY ST & WASHINGTON ST,Santa Clara City Police Department,3/3/14,0:00
140002365,Theft,3/3/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/3/14,0:00
140002309,Theft,3/2/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,3/2/14,0:00
140002319,Theft,3/2/14 0:00,1 Block WASHINGTON ST,Santa Clara City Police Department,3/2/14,0:00
S140600380,Assault,3/1/14 22:30,W SAN FERNANDO ST,Santa Clara County Sheriff's Office,3/1/14,22:30
S140600282,Assault,3/1/14 18:12,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,3/1/14,18:12
S140600223,Assault,3/1/14 15:43,500 Block IRVING AV,Santa Clara County Sheriff's Office,3/1/14,15:43
S140600164,Assault,3/1/14 12:32,100 Block BLOCK S 1ST ST,Santa Clara County Sheriff's Office,3/1/14,12:32
140002262,Robbery,3/1/14 0:00,PARK AV & POPLAR ST,Santa Clara City Police Department,3/1/14,0:00
140002260,Robbery,3/1/14 0:00,400 Block EL CAMINO REAL,Santa Clara City Police Department,3/1/14,0:00
140301015,Robbery,3/1/14 0:00,PARK AV & POPLAR ST,Santa Clara City Police Department,3/1/14,0:00
140301014,Robbery,3/1/14 0:00,CAMPBELL AV & EL CAMINO REAL,Santa Clara City Police Department,3/1/14,0:00
140301061,Robbery,3/1/14 0:00,600 Block CAMINO DR,Santa Clara City Police Department,3/1/14,0:00
140002276,Robbery,3/1/14 0:00,600 Block CAMINO DR,Santa Clara City Police Department,3/1/14,0:00
S140590021,Assault,2/28/14 2:04,FY 87,Santa Clara County Sheriff's Office,2/28/14,2:04
140228042,Theft,2/28/14 0:00,1000 Block EL CAMINO REAL,Santa Clara City Police Department,2/28/14,0:00
140228175,Theft,2/28/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/28/14,0:00
S140580456,Theft of Vehicle,2/27/14 21:06,100 Block BOSTON AV,Santa Clara County Sheriff's Office,2/27/14,21:06
140002205,Theft,2/27/14 0:00,1400 Block LAFAYETTE ST,Santa Clara City Police Department,2/27/14,0:00
140002203,Theft,2/27/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/27/14,0:00
140227179,Theft,2/27/14 0:00,3000 Block STEVENS CREEK BLVD,Santa Clara City Police Department,2/27/14,0:00
140227191,Theft,2/27/14 0:00,1400 Block LAFAYETTE ST,Santa Clara City Police Department,2/27/14,0:00
S140570274,Theft of Vehicle,2/26/14 16:16,2300 Block BAILEY AV,Santa Clara County Sheriff's Office,2/26/14,16:16
S140570236,Theft,2/26/14 14:48,1 Block BLOCK S BASCOM AV,Santa Clara County Sheriff's Office,2/26/14,14:48
S140570214,Other Sexual Offense,2/26/14 13:45,100 Block BLOCK W YOUNGER AV,Santa Clara County Sheriff's Office,2/26/14,13:45
S140570043,Theft of Vehicle,2/26/14 6:22,2300 Block BAILEY AV,Santa Clara County Sheriff's Office,2/26/14,6:22
140226147,Breaking & Entering,2/26/14 0:00,1100 Block MONROE ST,Santa Clara City Police Department,2/26/14,0:00
140002159,Breaking & Entering,2/26/14 0:00,1100 Block MONROE ST,Santa Clara City Police Department,2/26/14,0:00
S140560512,Sexual Assault,2/25/14 23:51,100 Block W HEDDING ST,Santa Clara County Sheriff's Office,2/25/14,23:51
S140560502,Assault,2/25/14 23:09,1 Block BLOCK W HEDDING ST,Santa Clara County Sheriff's Office,2/25/14,23:09
140002099,Assault,2/25/14 0:00,1500 Block LAFAYETTE ST,Santa Clara City Police Department,2/25/14,0:00
140225007,Assault,2/25/14 0:00,1500 Block LAFAYETTE ST,Santa Clara City Police Department,2/25/14,0:00
S141110440,Theft,4/21/14 22:31,400 Block S BUENA VISTA AV,Santa Clara County Sheriff's Office,4/21/14,22:31
S141080340,Assault with Deadly Weapon,4/18/14 17:28,STEVENS CREEK BLVD,Santa Clara County Sheriff's Office,4/18/14,17:28
S141060347,Robbery,4/16/14 16:36,E SANTA CLARA ST,Santa Clara County Sheriff's Office,4/16/14,16:36
S141060300,Theft,4/16/14 15:03,400 Block LEIGH AV,Santa Clara County Sheriff's Office,4/16/14,15:03
S141000415,Theft of Vehicle,4/10/14 17:48,CHIECHI AV,Santa Clara County Sheriff's Office,4/10/14,17:48
S140990127,Assault,4/9/14 9:48,100 Block TERRAINE ST,Santa Clara County Sheriff's Office,4/9/14,9:48
S140980480,Theft of Vehicle,4/8/14 22:16,1 Block BLOCK W SAN CARLOS ST,Santa Clara County Sheriff's Office,4/8/14,22:16
S140980344,Theft of Vehicle,4/8/14 16:19,GRAND AV,Santa Clara County Sheriff's Office,4/8/14,16:19
S140970022,Breaking & Entering,4/7/14 2:11,1800 Block W SAN CARLOS ST,Santa Clara County Sheriff's Office,4/7/14,2:11
S140960159,Theft,4/6/14 11:13,W SAN CARLOS ST,Santa Clara County Sheriff's Office,4/6/14,11:13
S140940149,Theft,4/4/14 11:32,500 Block RUTLAND AV,Santa Clara County Sheriff's Office,4/4/14,11:32
S140910287,Sexual Assault,4/1/14 15:12,300 Block S 3RD ST,Santa Clara County Sheriff's Office,4/1/14,15:12
S140900098,Theft of Vehicle,3/31/14 10:12,1 Block TOPEKA AV,Santa Clara County Sheriff's Office,3/31/14,10:12
S140890373,Theft of Vehicle,3/30/14 23:02,300 Block S BASCOM AV,Santa Clara County Sheriff's Office,3/30/14,23:02
S140880055,Theft,3/29/14 7:22,W VIRGINIA ST,Santa Clara County Sheriff's Office,3/29/14,7:22
S140870380,Vehicle Recovery,3/28/14 18:51,WHITE ST,Santa Clara County Sheriff's Office,3/28/14,18:51
S140850360,Theft,3/26/14 17:05,300 Block LEIGH AV,Santa Clara County Sheriff's Office,3/26/14,17:05
